"","sample_0","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29"
"gene_10",0.0422891410394819,0.000389328579517175,0.0319510512882535,0.0233261115027976,0.0153887595266465,0.0505718290530257,0.00173191281024763,0.149477105444339,0.00630045672079961,0.0289639888894379,5.74961823989452e-06,0.0736794541328041,0.000147878702849633,0.00244718802135964,0.00183631104099128,0.0844779841602549,0.000460340585877935,0.0021417257137683,0.00536615757969189,0.0495174723162298,0.00400777565699996,0.102591858446817,0.10596640692706,0.0596261559952628,0.00333799230952373,0.0235185183821733,0.00960209228057323,0.0810518289204116,0.0103861989386012,0.000378299166972804
"gene_11",0.0335075582764973,0.146650847002717,0.0485517112007282,0.0524522048296906,0.0755122820603644,0.0125780285576275,7.96259478292052e-05,0.00133983455792926,0.0183535729709513,0.017400764581672,0.000119063097334372,0.0025767825349197,2.98002470016128e-05,0.0253119830493935,0.027900933781652,0.000578903699252324,0.0278655168884129,0.0352386326979705,0.00292204848002756,0.0086542417725191,0.0392417690633763,0.022284304075822,0.00487216826327358,0.0323677076988448,0.0205223048330073,0.00703786999671811,0.00060669056463664,0.0072661140784285,0.00213801394744315,0.00450008678706898
"gene_12",0.0471783316763933,0.0101307725714295,0.0152841283248291,0.00338152335495722,0.0119918575158392,0.020541927362694,0.0259703161341167,0.0965997476884508,0.0785740378236063,0.0696439368456526,0.000168385872693459,0.00381342860969216,0.0829553437059753,0.0094359057641567,0.000849485400476021,0.00862470216738574,0.00537612940583404,0.00651183907411504,0.000436677583402845,0.00433730624164545,0.179464152001791,0.00296632000000117,0.0295453257165768,0.0568350021476594,0.0039120505003385,0.00159031846305118,0.000693289400306154,0.00084288573579598,0.0913607277286012,0.0334885230346943
"gene_13",0.000220660807491791,0.00384260798512399,0.00168686441312623,0.0312680756234339,0.0290378437962936,0.00540582878438355,4.60751189072566e-06,0.000842443947490855,0.000592947934884827,0.000280469472822043,0.00687853693803396,0.0332911303159616,0.00283393912147096,0.000170024491711637,0.0681270429978462,0.0243331036919917,0.0074906795766542,0.000129169660158767,0.0124368361561231,0.0254177253511417,0.0378154285829412,3.80767206388497e-05,0.00089655347001721,0.0749411981786171,0.024989491363021,0.00193360631523989,2.1793798293118e-05,0.000904520382396489,0.00890524565341403,0.0099585870669933
"gene_14",0.000137118694457607,0.0447449117598107,0.00326597567751437,0.0421665598592664,0.0208043959676065,0.0120875772067576,0.00415703793985712,0.0966721623401078,0.00390644888549008,0.017551392905714,2.15959167779143e-05,0.00452057040482297,0.00232484444587828,0.0140915034910073,0.00793911657986155,0.000501320674994377,0.00819865377667426,0.155699673726798,0.0389667670270242,0.0583022855586437,0.00243546512132371,0.00383942437332142,0.0119704407446457,0.00531941245545873,0.0169097254934807,0.00647592861827619,0.0404595073734774,0.0501679778911936,0.0506792617086928,0.0158623817866263
"gene_15",0.0304517932687683,0.00101714749464242,0.00323054048531445,0.000885234510124896,0.0193429027577918,0.00471735310281056,0.00586909564727047,0.0332260310689202,0.0157636425181384,0.0592803473619717,0.0402482703627156,0.0794325143841777,0.00996040057958022,0.0463455867397372,0.00336934053119568,0.0275847558384712,0.00530518611955511,0.00358216077268513,0.00849562623086028,0.0400652248284446,0.00371739081974927,0.0153657257744944,0.0079155646801452,0.00223555798319967,0.00666020867509296,0.0450057778518981,0.0219334006657085,0.00499679554881602,0.0227078989203225,0.00566934558091633
"gene_16",0.0755193714938275,0.582745750301793,0.0169117162039213,0.00435231722692082,0.0349277270730381,0.00414923494302236,0.000440859025071095,0.0792306787001204,0.00105224846426894,0.027716813291012,0.0016537707555559,0.0173774389960809,0.0087172241001269,0.246717891849375,0.000754373656698375,0.00558609266067165,0.0306607962353314,0.00701539958875919,0.00104737320094248,0.00356680287638133,0.0139228633768393,0.012426456025325,0.114313551645757,0.220377952549751,0.0673577162722542,0.0149018454064791,0.0263642116743974,0.0266817159079574,0.0438828665239977,0.0114833236467439
"gene_17",0.0756276020081103,0.00448890755808028,0.0742251612156359,0.00353239698317472,0.000816966154920694,0.0219456132974844,0.000764826329020108,0.0151952886366358,0.128924737423993,0.00749995111661225,0.00070260691178391,0.0151685833967784,0.0538729751399688,0.0170439005093611,0.00668613911241223,0.0394874007599328,0.0053922405319197,0.00542129511319474,0.0469676640017666,0.0743588080274637,0.00135752527263636,0.00119863891360112,0.0124875863326471,0.0340337387356329,0.0779230429079405,0.000217535479798214,0.000316923731496467,0.0183302321237638,0.00832363408016612,0.0889166862126851
"gene_18",0.0216210417024196,0.000994816066876015,0.0194024151886681,0.0368878940954621,0.00288487006234352,0.00897926210413988,0.0232787725545748,0.0132572689536052,0.000856325052070105,0.0531720791305703,0.00556058172858256,0.120591476155414,0.000441474626026989,0.0261125307186236,0.0506263798455736,0.00364115217161686,0.0138092816716914,0.00629641904817069,0.0166438610742502,0.000899017652444023,0.0107538554550092,0.0516536910466272,0.00348618579126915,0.000299702489271762,0.00377188539265012,0.0266078279536621,0.0518636783802651,0.0093900680812328,0.000503793726087294,0.0286241985807368
"gene_19",0.029927461391387,0.00734404636600561,0.00194779337329136,0.124922813704604,0.115140435572715,0.0666044242566636,0.04644821137575,0.00276563024432411,0.501267445434501,1.59419957469246e-07,0.0500834683084974,0.000514785142029504,0.0665049467271768,0.0155056054738266,0.0260381265274381,0.0259653216709962,0.0144350188532422,0.0323946880009822,1.12482598037454,0.0229650446849769,0.00552947246078679,0.0238901658121437,0.0498399370043671,0.0663041453562902,0.00703559901369681,0.00809662427815602,0.000928201466529837,0.0397235973451019,0.0451054125370088,0.0351179356807875
"gene_20",0.000419113268396509,0.00423318657306707,0.00423913544274982,0.0124388751496013,0.010174812178161,0.0010079172928431,0.0371817367621147,0.152163856920292,0.122827495350074,0.00588932575415839,0.103544064136112,0.0452791871992557,6.81959959817922e-05,0.00029109682662357,0.00273447226228838,0.00945157249296523,0.0399242614995684,0.000497056745207991,0.0976810226210159,0.00349717440935437,0.131097319163661,5.8774672417917e-06,0.00157056791421665,0.00249097177868011,0.0159961161924658,0.0795677664631823,0.00478339141683953,0.0868249462004721,0.0184844051533064,0.0232668075359537
"gene_21",0.00415560766568335,0.0453485802741793,0.00615406356546926,0.00378729331669846,0.00686158014880313,0.0245283247134406,0.00239883868829072,0.00697108890189403,4.81552574596925e-05,0.0479426709023605,0.00348753340152473,0.0450443434904886,0.00388919771646386,0.0027848172144722,0.00972899697854405,0.0629815673703589,0.0549132224947097,0.0650713600282403,0.000592956039643191,0.0801667064556668,0.0196931093328778,0.000817329820300394,0.0144926842335395,0.000380988517179996,0.00733915822893056,0.101321722104604,0.28114420631684,0.0055881301160965,0.0133274749178243,0.0104818707038292
"gene_22",0.0199394614247183,0.0239282170598416,0.00772468022699186,0.139533936013128,0.0223488419797398,0.124488624508832,0.0253743095745277,0.0192765469272407,0.00588085247765397,0.0237179607489718,0.0103072689040813,0.00218467212989231,0.0011103769835005,0.0200173211519819,0.00829785678637798,0.00664543742580464,0.0233324757482605,0.122118201698498,0.0244583220323972,0.0230358822419288,0.0140956711590581,0.00441145396888358,0.125609902132738,0.0220392448054173,0.00248565609058012,0.073720003796725,0.00148527374606063,4.4735831396167e-05,0.0216387262322256,0.00428166225439462
"gene_23",0.0195624036693763,0.00151297216080504,0.0633373166481538,0.0248927661519244,0.0277121821899927,0.396101898625512,0.0212961984517024,0.000225110018580446,0.000288793381388329,0.0262022645438575,0.0215007548883218,0.0308357880600034,0.0138999482308759,0.0140956700481595,0.0298978045436332,3.77507585168149e-05,0.149443825269753,0.0176455259759207,0.000174133230681488,3.86681323890721e-05,0.00342652816363457,9.50086157560041e-07,0.0382438083106226,0.0617642370877801,0.0670837233368717,9.73819802326724e-05,0.00719706930162092,0.0136295853140462,0.000501230900764651,0.0350012644942969
"gene_24",8.55257756349041e-05,0.0267451050997261,0.00709680036385132,0.058877948019825,0.129282602366338,0.0517160532055836,0.00108516912315516,0.0171683952529393,0.0301445971060031,0.0253962916549922,0.0158973906808476,0.0223791603868269,0.0423487863462694,0.0041049502115156,0.0102876675873123,0.00259291461050539,0.00567342453248054,0.0184746837315339,0.0479739192577561,0.000817855874201161,0.00640233691408068,0.0205710301110778,0.00788388717249578,0.0459462070104934,0.0442193011964405,2.34703688880687e-05,9.99597857827092e-05,0.0667301995003364,0.0431266355793954,0.0146166787403995
"gene_25",0.00577043967722854,0.000743747300617856,0.000632098459949357,0.00241017008507154,0.0166555942530733,0.00907344371237585,0.000771750086003038,0.023444821266395,0.0221374702518341,0.0214936215274829,0.000249826325484393,0.00494348379980029,0.00465473584488873,0.049344807976416,0.0295387703549778,0.0109060392291492,0.022296105907096,0.000630322188508865,0.000150940845163171,0.036250498545451,0.312063447023042,0.0257131492541839,0.0263002131131763,0.00408208428638313,0.00509634355695785,0.0439234330623992,0.0423111670338822,0.059723546221607,0.0165088658734081,0.0357248933824038
"gene_26",0.0063001995908603,0.0638370425022584,0.00673006711485794,0.0149463688905097,0.00961373914823248,0.0439653556481327,0.00249706668139683,0.00514104616571847,0.0100435497914188,0.017081099829221,0.0353363087765909,0.0158412630623809,0.025277528544029,0.00750080394763451,0.0367969701336399,0.000450972558128075,0.00528040024850869,1.63924178642035e-06,0.000376815897283477,0.000162526938342024,0.0189051412506511,0.00090727866973763,0.000360806297109291,0.00110357614099024,0.00257277590634326,0.0764747281756307,0.00927654371689475,0.0119363850108976,0.0163280618449684,0.0269931251316762
"gene_27",0.00121223017135981,0.00399032190836487,0.0815537822064702,0.0112472904183958,0.102589803081558,0.00619763504400918,0.0190996543447226,0.0649650520483207,0.0056616069432175,0.00903244238058826,0.000835551799027306,0.000299379079338362,0.00263858380241678,0.00118894543102139,0.0173945137630586,0.0110883440678123,0.0120957792418208,0.0512300155717699,0.0115004432014744,0.00926685967587764,0.000293265507474189,0.0290630195760592,0.00320376563576451,0.0243415151992109,0.099084910641712,0.0756549144917486,0.0266894844257797,0.0595520819793646,9.1602324651273e-05,0.0124536630237529
"gene_28",1.79166400316403e-05,0.0318425132777706,0.0052226728437571,0.00469132519214454,0.0367846805918079,0.000453984617722223,0.00827776551228978,7.89399596753711e-05,0.00536244285941616,0.051647466418614,0.0231680788631026,5.65247095695138e-05,0.0898894610374112,0.00168039668902897,0.0443624863689604,0.0223564234928419,0.0593214632100033,0.000422594552753904,0.0212908265412529,0.00712056368021453,0.013244941068954,0.000103160355782281,0.00581731329364208,0.0608115406130984,0.0321303820438504,0.0333894658075699,0.0251687857393528,0.0455133036706784,0.00862898271592566,0.000269750025449553
"gene_29",0.0119329084872374,0.00380590078000114,0.000618879277634094,0.00193328938736647,0.00765122514335775,0.148701474557159,0.0735080515555804,0.00227154693907612,9.5927714838004e-05,0.0102719693808593,0.0358373467505882,0.0372391900654497,0.0325893379230356,0.0341021252467592,0.0195850319099043,0.0162776150070214,0.00281910167673593,0.0495889024659095,0.00185693445572607,0.0105836275472187,0.0213463716840118,0.00430071013751417,0.00758242470227447,0.034176170580016,0.00227324180989039,0.00497213181472583,0.00989152346799475,0.00181240456315534,0.00990957147147407,0.0107713523054026
"gene_30",0.00031397037885805,0.0300371872517544,0.0154363474509541,0.07606922084984,0.0598032918973988,0.0679487066694325,0.631134734141504,0.00984448347322511,0.0529830578253364,0.0014269814910348,0.0123448062274087,0.0522973028349271,0.0678296914789165,0.00396228163545232,0.460416132519012,1.28556560331993,0.0565555535488587,0.00356674851701477,0.366035078159653,0.00562965406743897,0.0310235137276246,0.011023065875643,0.039225343862596,0.0505107812543309,0.00188043129780994,0.0414851590224864,0.00275152214079179,0.0187876309119161,0.0487472027112665,6.78294805887032e-05
"gene_31",0.0261399669612946,0.0320435299304245,0.000891881757695785,9.07811113193922e-06,0.0517396523242522,0.000783874637337612,0.00194138740307386,0.000723710084662841,0.0116967968559456,0.0390998148099538,0.000452711771312663,0.0244437103617812,0.000781893034472382,0.000117770039055046,0.098059015501626,0.00742109842132007,0.0398746716282289,0.00466846892698619,0.0364494741993464,0.0117528755693871,0.00955552556559473,9.13008534227456e-05,0.000436734275370622,8.84344135409048e-05,0.0742832893150647,0.0184341758605743,0.011966095806851,0.0351072274436867,0.0181308079595368,0.0160424864259586
"gene_32",0.0213130850685161,0.017150386407975,0.00535361520442553,0.00740294145993228,0.000926065021731543,0.0218901085355102,0.0148135930465966,0.0109458078516566,0.0225527566171103,0.000144349290637157,0.0141792673379626,0.0112096356826146,0.00496915703502255,0.00726975383010461,0.00652276861859914,0.00375985143846029,0.066277323933917,0.00461376016699447,0.0100406942906721,0.0118300283588726,0.0024849913676455,0.000663076083307195,0.0413066082310197,0.0661362328447013,0.00293637109286734,0.00125392837934685,0.0104030593636078,0.0345660141152867,0.018739557970377,0.0735098486328542
"gene_33",0.0129902364083007,0.0168258105304881,0.0139010572253163,0.000807861381229201,0.0564050354258934,0.00581311661979962,0.00818920356186479,0.00576922000847857,0.0968505509904346,0.223703756007295,0.0653962860118303,0.000285682349528545,0.0416391662390294,0.0199740909148467,0.000170423908454054,0.00210770540961041,0.0357482753622602,0.000309513072614691,0.0329157323117182,0.00538345067376652,0.00813481838283673,0.017951332009638,0.0113897082195669,0.02552792373662,0.00422467931238364,0.00285710494057439,0.0094013594472704,0.000752522376591764,0.0243668165084625,0.0221605400786112
"gene_34",0.00355331824735995,0.0190633583875136,0.0195849153529811,0.0432708557593565,0.00403723256801807,1.55100485856097e-05,0.0694102887637306,0.0358473560137028,0.0401984252606298,0.00197130380965884,0.00531838989120587,0.00526947568609337,0.0358219537645885,0.0266410599114344,0.0177979016615389,0.0441578340503393,0.00101701335171073,0.0250513049098805,0.0110277056796357,0.0419744848707812,0.0304326118053298,0.251874597549802,0.974408356955936,0.0402584521501675,0.00670781516840225,0.0163369083082066,0.0435784094796312,0.0400539230246358,0.039567744040722,0.0417672402670184
"gene_35",0.0061264467678038,0.0960732433814013,0.0241977728774316,0.000483620996417731,0.00827447969781208,0.00853587340854948,6.21430918437448e-05,0.0773172445847156,0.000851822351511504,0.0072535985267896,0.0268814254458487,0.0432790749746364,0.00763635594301261,0.0201918699455271,0.296124629456511,0.00192144794270136,0.0020583379123109,0.00256115980098204,0.152294913509721,0.0951034482584376,0.00907156621106881,1.10249137999926e-06,0.024344727164507,0.000748736636985044,0.0252636059307967,0.0142649386280093,0.0789172254168275,0.00205971399476908,0.323663013141001,0.0463155544490844
"gene_36",0.00290828036044494,0.00384815406188248,0.0344998954876711,0.102306659182094,0.0207240491913635,0.000869498920648196,0.0111583934223833,0.0237238218387001,0.103695023279269,0.0111774272405516,0.0426201059924416,0.00170409013264214,0.0698603653972227,5.03453350071831e-06,0.00353610993705395,0.0047698574205333,0.0144193321275832,0.0357006953309019,0.205064083819993,0.0450151458142241,0.0159195147779429,0.000830553281350764,0.0217515506432433,0.00772131916221677,0.000232400163539404,0.0020305913838911,0.0158343261771219,0.0917440261013425,0.012795912260546,0.0408388417596401
"gene_37",0.040770228119022,0.0307567823103284,0.0166019433725571,0.00607621580728268,0.010046164831919,0.0392421722946725,2.269711382083e-08,0.000355088579494875,0.0243869702686019,0.0339375886499298,0.0487730344239284,0.0328888240948189,1.94130603674077e-05,0.0363327277594939,0.00140763334905487,0.00140077455862992,0.00197088657414446,0.00139034351233123,0.000791566418260336,0.0518123252936716,0.0363325147584289,0.00308112963851837,0.107314800041145,0.0211610351090696,0.00174098010164844,0.024348555263924,0.044129202775292,0.0113437749903484,0.000423372559677504,0.00049879105956001
"gene_38",0.0202279956645977,0.0583763276930263,0.026234818072926,0.00271672653064589,0.0641109870521903,0.00514939390336408,0.0402030187052099,8.64874177863255e-06,1.17016697851849e-08,0.015310828324869,0.0566530230207751,0.00400578946507171,0.0402715280849362,0.376440535318374,0.00011034392223152,0.0223117222592939,0.0532071404695252,0.274701820435234,0.0900518676858987,0.0808864062721698,0.00800264363826671,0.717750717959763,0.267572548144429,0.0748778675444043,0.0414895839894742,0.00243715708039634,0.000614163631751633,0.02108998980121,9.68098881721325e-05,0.0112986391915048
"gene_39",0.0159446515796502,0.0152724987023047,0.000141954413046157,0.0446725940734093,0.00210591527949499,0.0159588184672283,0.0266113944002713,0.134514714531708,0.0164454101654307,0.00456059392728368,0.0161498731010563,0.0128797570707003,0.011713896605877,0.00893630456331959,0.00657814517000773,0.0135040227274635,0.00259642343194802,0.0127732320401232,0.014383901621037,0.0825693800067313,0.0142806915099427,0.0143108657492804,0.000412852330188573,0.0644210981303119,0.00170899661418456,0.0155487665915383,0.00323376534820601,0.0338329514577864,0.0122541528775712,0.00221535605824305
"gene_40",0.0138612143601136,0.00642392855153367,0.00472893233850532,0.0222531909270665,0.11324313273009,6.62189051381825e-06,0.0309105532103506,0.0180992846157698,0.00501869369389094,0.000211307054957822,0.00257211454652692,0.00571213298154011,0.0252529219597277,0.0188473898883772,0.00744209192044052,0.00476769169270058,0.000676444068967987,5.06916668703771e-05,0.0241294551344106,0.00652236570256175,0.0200766768582384,0.0124490742623581,0.014687093125398,0.0380797396733987,0.000267245883715152,3.28039064210491e-05,0.000244068296414116,0.00925041709299352,0.000156321102889862,0.0299127864130228
"gene_41",0.0127854077293187,0.00202450200488322,0.0015150956836238,0.00159871580395328,0.0103682400942847,0.00789683548468651,0.0567360648377588,0.00977374831803215,0.030363775039034,0.0285134137125422,0.0477901417283168,0.0155278665512242,0.000110271483871459,0.00942016686534913,0.00253499585556963,0.00826258866191291,0.000539828285599972,0.182041566106666,0.0194839405429996,0.0231398533355374,0.0236313838512408,0.0534484396992408,0.00227708292286974,0.0128580025932162,0.0622608506846954,0.019734382733315,0.0198616559718849,0.0163011679060465,0.0377228083354606,0.00322153765587971
"gene_42",0.00353776787950087,0.0139156732823487,0.0237538969051568,0.00440122405028996,0.0306695407407469,0.0873240071225505,0.00492162285007399,0.00789053245472106,0.00279373157772112,0.00208748497851081,0.00198559118680739,0.00632673731420294,0.0503780442783993,0.0275855440293439,0.00428740361803578,0.00498892335027024,0.025309356577713,0.0255902760656185,0.0210525015009301,0.0180135076335169,0.00113652747457378,0.0271296196333552,0.000259860797652757,0.0143207723260397,0.000698821424687671,0.00197284943078129,0.155628344032106,0.140164815568494,0.0438620268143757,0.60131807545588
"gene_43",0.0238820317696748,0.0567126613714393,0.010678118822582,0.237156774110407,0.00610129305067559,0.00290684854904951,0.00828570715637693,0.0169107583076056,0.00314996443152875,0.0179954676288328,0.0161840343954146,0.0161992419333789,0.0347860021431828,0.00627842383374879,0.0125532472748163,0.00500368580877854,0.00115714188305613,0.0360824451401412,0.0972778637833019,0.0720874833547802,0.0108417953726562,2.23810454558197e-06,0.0195125742149653,0.0233212668811559,0.00109913890630665,0.000196143964340723,0.0181737278141691,0.0680549955497146,0.0606882237977215,0.000150126114242781
"gene_44",0.00103896166418157,0.00758000126500926,0.0146375349218597,0.000143974157288897,0.00529030953072476,0.0290972504792153,0.0170425850841293,0.00328194424186423,0.000193938415755445,0.00100703274841346,0.00413772441063012,0.0102358099413309,0.00532423288801815,0.00460254711886065,0.000366031909584103,0.00291097785766615,2.96251528117215e-06,0.00110260809430981,0.00348412424523533,0.0287545656690478,0.0104304091122972,0.0492423430326874,0.0277424568113354,0.0122570148283446,0.0229391935566086,0.0284459592706963,0.0150351606180357,0.000778224259531234,0.00636582848352148,0.00604543937521814
"gene_45",0.11663086200147,0.0138144257382774,0.000519984272467903,0.0435327999589608,4.51783833978203e-05,0.0413642473652879,0.0134423811767116,0.0436882084982665,0.0022323788876576,0.0409905032868582,0.00186229750167418,0.028161198312976,0.00067430584407367,0.000707077193170692,0.00456394229298273,0.0266603356965927,0.0266400024198578,0.00020943006225075,0.00294167207010594,0.000596689450347708,1.75202340793713e-05,0.0566507288049876,0.0623478903743119,0.0062791981550031,0.0169195307154413,0.00830420184173374,0.00934330521479169,0.0206997969727834,0.00994194517515065,0.0240240497994121
"gene_46",0.00449805412919782,0.0090051683068752,0.00387841739783796,0.00299107733586641,0.00813530149310175,0.0433615684263899,0.0111229592815017,0.00193364220921099,0.00736388118908692,8.81199550587783e-07,0.00748313620570455,0.0233409930673365,0.0103625599012376,0.0141907639314641,0.0118755128825966,0.00768153586379018,0.000573530381816187,0.00922683238697353,0.0091446583129078,0.0106241688220614,0.01317994016842,0.00414076100343455,0.000185316435725111,0.000672916887899839,0.0268674391251671,0.00150092182857085,6.93577187975141e-06,0.00492915196107789,3.55700739324853e-05,0.0420873753680318
"gene_47",0.0203531155074103,0.116349209498308,0.00233910947279809,0.0396314628048895,0.0180453574318618,0.00395935095955156,0.00644972679556065,0.0611894278372083,0.0022329814746203,0.0019902860564601,0.055123965489936,0.0220405945000175,0.000361783220521241,0.0264169130988008,0.289667389696199,0.0299458090401929,0.0462773180099363,0.000382107932406458,0.0074706488983972,0.0163507680668017,0.0171585050909809,0.00679535004283252,0.0507246807564223,0.0269043426909546,0.0520826829590835,0.0371257616922767,0.0185050457104602,0.050201311232176,0.0837137877516995,0.0110246540250153
"gene_48",0.0644741750330445,0.0962837586340279,0.000192548036856004,0.050918715573033,0.116911804572069,0.0226968135414452,0.00452551576109913,0.00974627796292735,0.00331206990434225,0.0146804654485079,0.0201652445054913,0.0123856808792079,0.00147825715235644,0.0167294054845781,0.00300810571025402,0.00663393392320104,0.0149654514759612,0.000965508148806711,0.00884049010309415,0.0432274823211882,0.0201735386535259,0.0561020868114454,0.0207765694447373,0.0352335750875839,0.0355625648838302,0.0335584512270077,0.000822722386624592,0.0305652869039109,0.0742148767881451,7.88189020981841e-05
