"gene","Intercept","condition_treated_vs_control"
"gene_96",2.44197347369592,-0.379786586188872
"gene_97",9.31352059714933,0.303897353089641
"gene_98",8.67502015452086,-0.996940313069594
"gene_99",11.9395277835733,-2.21348603721386
"gene_100",1.18719907461076,1.65337128391061
"gene_101",6.48600892827763,0.157591225914599
"gene_102",12.1965539640535,-1.78042174634382
"gene_103",7.54730504939379,-0.219574053358268
"gene_104",11.2485574549827,2.20645336654668
"gene_105",9.11593789603077,-2.33625626870537
"gene_106",7.60009809922824,0.239031643026618
"gene_107",10.0557221896104,-2.31749975180996
"gene_108",3.16205480538207,0.301911241386331
"gene_109",6.42306148829982,0.188122594586149
"gene_110",8.95822271531939,0.874610027367553
"gene_111",11.2513876767516,-0.395954689611142
"gene_112",9.46853227234954,-0.335908709382152
"gene_113",7.86283998105479,-0.0923753533946316
"gene_114",10.771179942687,1.84679726559923
"gene_115",7.66996080509365,1.46654510555581
"gene_116",4.03754066489661,-0.40818508942889
"gene_117",7.20210989563771,-0.998471771761868
"gene_118",6.61687160581223,0.621144419050817
"gene_119",8.1577621331621,2.1705556106316
"gene_120",6.50248225093288,-0.0633149353921915
"gene_121",9.20134915874662,-0.0551649133531344
"gene_122",12.26745797578,-1.03401295555968
"gene_123",3.18884923810612,-1.49995365325358
"gene_124",9.21126654895618,-2.21034644129309
"gene_125",5.11670728557239,-1.80996412540961
"gene_126",5.47707599899471,-0.0392792110798682
"gene_127",2.30900454078789,-3.35309962352305
"gene_128",6.40260404216776,-0.849130950092135
"gene_129",8.27896218756345,-1.97028389014331
"gene_130",2.7648880649192,0.591168718480972
"gene_131",12.4607218945067,-0.0235923601700378
"gene_132",4.91589646537436,-0.0275771615772581
"gene_133",2.43397251338709,-1.22425622888489
"gene_134",6.87991549578706,-0.866532258875146
"gene_135",12.4992100507814,-0.324175728160202
"gene_136",12.0768432345732,-0.867100352228103
"gene_137",10.8257741917526,-0.860426475501547
"gene_138",9.52309297918423,-0.793953843593063
"gene_139",8.62523824885413,0.0276898579205117
"gene_140",6.3940653787111,-0.552830418459605
"gene_141",2.68325320683861,1.79174770337156
"gene_142",3.51035826452556,-0.527070414512808
"gene_143",3.3935048600272,-1.55342600613939
"gene_144",2.39849764894402,1.79639682383238
"gene_145",4.17629110085787,-1.10704470655388
"gene_146",9.4433919103683,1.88992810995308
"gene_147",4.88239590018954,-0.474006861746887
"gene_148",2.80077975384265,-2.4271320984231
"gene_149",4.26758159731877,-0.208523834244933
"gene_150",2.59437734715413,0.956570937935644
"gene_151",9.59423211111402,-0.151740743563153
"gene_152",2.398634597075,-0.048185213300976
"gene_153",7.08393844221981,-1.27799544423172
"gene_154",8.80845606721611,0.860223967445709
"gene_155",10.5895399909412,0.165688543142297
"gene_156",12.4490650515831,0.0851594343728661
"gene_157",2.60661070441464,-0.742534697176378
"gene_158",10.3033233870811,1.54511204996616
"gene_159",5.57068778417084,0.287945011501212
"gene_160",6.71890135689647,-1.02551277130458
"gene_161",11.6579671431795,-0.624349515870397
"gene_162",5.4021045750918,0.141621138019466
"gene_163",9.25891603632353,2.07786883927698
"gene_164",7.06756528041435,-0.35696346162052
"gene_165",5.94091430773548,-1.88591847506177
"gene_166",11.2396553101867,1.94290063280722
"gene_167",6.76461148188824,-2.03561976721983
"gene_168",6.77805505070742,1.85362077066124
"gene_169",9.55421245708468,0.0186770597978783
"gene_170",10.0556928489285,1.92603267494007
"gene_171",4.72651040082804,-0.42783502300699
"gene_172",10.6130027665951,-2.03025437343643
"gene_173",5.40504749859039,1.99234775783473
"gene_174",5.57379428684965,-1.86735498191516
"gene_175",2.71442965960853,0.458092844117191
"gene_176",7.27685198028925,-2.65065609455003
"gene_177",8.17830782456883,0.309665289167316
"gene_178",5.58188523090464,-0.272731283054295
"gene_179",10.8924204407494,0.307601029891009
"gene_180",9.01233378137064,-1.07111756694255
"gene_181",7.61358000601002,-0.118404454535767
"gene_182",12.4411071188958,1.80784689298187
"gene_183",1.66797502029481,1.32950923149255
"gene_184",8.04256054953957,0.359865307383348
"gene_185",9.67334266486523,2.11488303319685
"gene_186",4.48533091493534,-2.81709761048531
"gene_187",6.92449237802719,-0.179819278301751
"gene_188",7.26948942633064,-0.00262654446157744
"gene_189",5.85709963147143,0.460084170814365
"gene_190",7.30294396375817,0.162390573921606
"gene_191",7.03630124078076,1.46178769848962
"gene_192",5.02629350246483,2.21231280340643
"gene_193",9.52257601191364,-1.00268150697612
"gene_194",5.66735039150024,-0.0407091034384687
"gene_195",5.51257783132276,-1.69890146713814
"gene_196",8.40166915529533,0.0101985329508032
"gene_197",12.2024566762667,1.94157471858796
"gene_198",2.70171638869295,0.681907514606966
"gene_199",7.93537664615068,-0.0487533523649725
